City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,bandarbeyla,9.49,50.81,74.3,71,0,32.59,SO,1579187747
294,roebourne,-20.78,117.13,88.3,62,99,15.61,AU,1579187229
295,georgetown,5.41,100.34,84.2,74,20,1.12,MY,1579187199
296,flinders,-34.58,150.86,70.0,100,90,16.11,AU,1579187282
297,albany,42.6,-73.97,41.0,69,75,23.04,US,1579187801
298,busselton,-33.65,115.33,72.0,43,2,14.43,AU,1579187802
299,qaanaaq,77.48,-69.36,-17.41,50,0,6.13,GL,1579187802
300,ribeira grande,38.52,-28.7,59.0,51,40,9.17,PT,1579187223
301,esperance,-33.87,121.9,66.2,88,90,12.75,AU,1579187203
302,caravelas,-17.71,-39.25,80.96,76,0,6.93,BR,1579187412
303,longyearbyen,78.22,15.64,1.4,64,0,6.93,SJ,1579187804
304,egvekinot,66.32,-179.17,15.33,96,100,8.93,RU,1579187542
305,upernavik,72.79,-56.15,-9.13,63,0,5.82,GL,1579187257
306,chuy,-33.7,-53.46,73.69,30,45,13.04,UY,1579187804
307,ushuaia,-54.8,-68.3,51.8,75,75,17.22,AR,1579187805
308,arraial do cabo,-22.97,-42.03,87.8,62,75,16.11,BR,1579187096
309,mahebourg,-20.41,57.7,82.4,83,75,12.75,MU,1579187350
310,faanui,-16.48,-151.75,80.82,80,100,16.82,PF,1579187426
311,finnsnes,69.23,17.98,33.01,92,75,14.99,NO,1579187805
312,port alfred,-33.59,26.89,80.01,83,0,5.99,ZA,1579187806
313,mataura,-46.19,168.86,55.99,90,4,1.01,NZ,1579187217
314,jamestown,42.1,-79.24,34.0,74,90,17.22,US,1579187751
315,port alfred,-33.59,26.89,80.01,83,0,5.99,ZA,1579187806
316,nome,64.5,-165.41,15.01,61,1,21.92,US,1579187807
317,ushuaia,-54.8,-68.3,51.8,75,75,17.22,AR,1579187805
318,barrow,71.29,-156.79,6.8,77,90,8.05,US,1579187219
319,kaabong,3.48,34.15,81.68,29,27,12.73,UG,1579187807
320,bethel,41.37,-73.41,50.0,49,20,21.92,US,1579187798
321,ushuaia,-54.8,-68.3,51.8,75,75,17.22,AR,1579187805
322,mataura,-46.19,168.86,55.99,90,4,1.01,NZ,1579187217
323,rikitea,-23.12,-134.97,77.72,78,100,18.52,PF,1579187800
324,buala,-8.14,159.59,79.79,85,100,10.07,SB,1579187808
325,punta arenas,-53.15,-70.92,53.6,62,75,12.75,CL,1579187576
326,yar-sale,66.83,70.83,19.02,94,100,16.04,RU,1579187275
327,port hardy,50.7,-127.42,28.4,92,90,5.82,CA,1579187274
328,georgetown,5.41,100.34,84.2,74,20,1.12,MY,1579187199
329,tuatapere,-46.13,167.68,55.99,90,76,1.01,NZ,1579187237
330,lima,-12.04,-77.03,73.4,83,40,5.82,PE,1579187809
331,ushuaia,-54.8,-68.3,51.8,75,75,17.22,AR,1579187805
332,kapaa,22.08,-159.32,73.4,83,40,5.82,US,1579187809
333,methoni,36.82,21.7,60.01,54,0,5.82,GR,1579187809
334,rikitea,-23.12,-134.97,77.72,78,100,18.52,PF,1579187800
335,rudbar,30.15,62.6,44.96,48,33,6.89,AF,1579187810
336,dhidhdhoo,6.88,73.1,80.69,68,26,3.69,MV,1579187811
337,rikitea,-23.12,-134.97,77.72,78,100,18.52,PF,1579187800
338,kamenka,51.32,42.77,30.0,91,57,8.01,RU,1579187811
339,port alfred,-33.59,26.89,80.01,83,0,5.99,ZA,1579187806
340,nome,64.5,-165.41,15.01,61,1,21.92,US,1579187807
341,luderitz,-26.65,15.16,80.6,61,48,19.46,NA,1579187260
342,san juan,-31.54,-68.54,75.58,19,100,10.38,AR,1579187812
343,barrow,71.29,-156.79,6.8,77,90,8.05,US,1579187219
344,hasaki,35.73,140.83,41.0,70,75,4.7,JP,1579187812
345,bonfim,3.08,-59.95,87.28,54,82,6.6,BR,1579187812
346,fomboni,-12.28,43.74,83.73,76,66,14.5,KM,1579187812
347,mecca,21.43,39.83,78.17,38,4,11.83,SA,1579187350
348,ribeira grande,38.52,-28.7,59.0,51,40,9.17,PT,1579187223
349,qaanaaq,77.48,-69.36,-17.41,50,0,6.13,GL,1579187802
350,westport,41.14,-73.36,50.0,49,20,21.92,US,1579187801
351,sambava,-14.27,50.17,76.73,94,100,1.25,MG,1579187813
352,arraial do cabo,-22.97,-42.03,87.8,62,75,16.11,BR,1579187096
353,albany,42.6,-73.97,41.0,69,75,23.04,US,1579187801
354,victoria,22.29,114.16,71.01,77,20,5.82,HK,1579187596
355,cidreira,-30.18,-50.21,72.12,73,100,24.32,BR,1579187233
356,whitehorse,60.72,-135.05,-23.01,66,5,6.93,CA,1579187673
357,sosnovo-ozerskoye,52.52,111.54,-6.57,95,93,5.91,RU,1579187814
358,jiwani,25.05,61.74,66.79,28,0,6.93,PK,1579187815
359,albany,42.6,-73.97,41.0,69,75,23.04,US,1579187801
360,cikampek,-6.42,107.46,78.39,88,100,5.01,ID,1579187815
361,barrow,71.29,-156.79,6.8,77,90,8.05,US,1579187219
362,ndioum,16.51,-14.65,89.42,5,86,13.51,SN,1579187419
363,ushuaia,-54.8,-68.3,51.8,75,75,17.22,AR,1579187805
364,henties bay,-22.12,14.28,72.82,65,3,12.33,NA,1579187378
365,rikitea,-23.12,-134.97,77.72,78,100,18.52,PF,1579187800
366,manokwari,-0.87,134.08,73.85,90,20,5.03,ID,1579186947
367,rikitea,-23.12,-134.97,77.72,78,100,18.52,PF,1579187800
368,punta arenas,-53.15,-70.92,53.6,62,75,12.75,CL,1579187576
369,bethel,41.37,-73.41,50.0,49,20,21.92,US,1579187798
370,albany,42.6,-73.97,41.0,69,75,23.04,US,1579187801
371,iqaluit,63.75,-68.51,-31.0,66,40,21.92,CA,1579187114
372,vardo,70.37,31.11,24.8,68,75,10.29,NO,1579187370
373,gibara,21.11,-76.13,75.2,88,40,13.87,CU,1579187818
374,busselton,-33.65,115.33,72.0,43,2,14.43,AU,1579187802
375,hoa binh,20.81,105.34,68.0,77,75,12.75,VN,1579187576
376,jumla,29.27,82.18,30.97,97,100,1.7,NP,1579187818
377,labuhan,-6.88,112.21,76.87,87,24,2.08,ID,1579187818
378,nadadores,27.05,-101.6,66.2,82,90,3.76,MX,1579187819
379,mataura,-46.19,168.86,55.99,90,4,1.01,NZ,1579187819
380,hermanus,-34.42,19.23,87.01,55,0,14.0,ZA,1579187819
381,garowe,8.41,48.48,78.46,27,0,14.88,SO,1579187819
382,praia da vitoria,38.73,-27.07,59.0,67,40,3.42,PT,1579187819
383,yellowknife,62.46,-114.35,-38.0,65,20,2.71,CA,1579187152
384,cabo san lucas,22.89,-109.91,64.99,41,75,9.17,MX,1579187096
385,praia da vitoria,38.73,-27.07,59.0,67,40,3.42,PT,1579187819
